Year,State,state_name,COC_count,Overall,Individuals,People in Families
2018,MA,Massachusetts,15,20068,6811,13257
2018,MD,Maryland,16,7144,4914,2230
2018,ME,Maine,1,2516,1450,1066
2018,MI,Michigan,21,8351,5209,3142
2018,MN,Minnesota,10,7243,3993,3250
2018,MO,Missouri,8,5883,3776,2107
2018,MP,Northern Mariana Islands,1,1044,357,687
2018,MS,Mississippi,3,1352,1024,328
2018,MT,Montana,1,1405,983,422
2018,NC,North Carolina,12,9268,6451,2817
2018,ND,North Dakota,1,542,467,75
2018,NE,Nebraska,3,2421,1745,676
2018,NH,New Hampshire,3,1450,835,615
2018,NJ,New Jersey,16,9398,6048,3350
2018,NM,New Mexico,2,2551,1949,602
2018,NV,Nevada,3,7544,7058,486
2018,NY,New York,26,91897,39827,52070
2018,OH,Ohio,9,10249,6929,3320
2018,OK,Oklahoma,8,3871,2823,1048
2018,OR,Oregon,7,14476,11139,3337
2018,PA,Pennsylvania,16,13512,8163,5349
2018,PR,Puerto Rico,2,3182,2921,261
2018,RI,Rhode Island,1,1101,747,354
2018,SC,South Carolina,4,3933,3082,851
2018,SD,South Dakota,1,1159,836,323
2018,TN,Tennessee,10,7883,6139,1744
2018,TX,Texas,11,25310,19199,6111
2018,UT,Utah,3,2876,1904,972
2018,VA,Virginia,16,5975,3928,2047
2018,VI,Virgin Islands,1,486,415,71
2018,VT,Vermont,2,1291,780,511
2018,WA,Washington,6,22304,16424,5880
2018,WI,Wisconsin,4,4907,2740,2167
2018,WV,West Virginia,4,1243,1021,222
2018,WY,Wyoming,1,639,434,205
2019,AK,Alaska,2,1907,1384,523
2019,AL,Alabama,8,3261,2519,742
2019,AR,Arkansas,5,2717,2303,414
2019,AS,American Samoa,0, , , 
2019,AZ,Arizona,3,10007,7538,2469
2019,CA,California,44,151278,128777,22501
2019,CO,Colorado,3,9619,7263,2356
2019,CT,Connecticut,2,3033,2100,933
2019,DC,District of Columbia,1,6521,3875,2646
2019,DE,Delaware,1,921,565,356
2019,FL,Florida,27,28328,21265,7063
2019,GA,Georgia,9,10443,7913,2530
2019,GU,Guam,1,875,258,617
2019,HI,Hawaii,2,6412,4420,1992
2019,IA,Iowa,3,2315,1574,741
2019,ID,Idaho,2,2315,1516,799
2019,IL,Illinois,19,10199,6513,3686
2019,IN,Indiana,2,5471,3783,1688
2019,KS,Kansas,5,2381,1742,639
2019,KY,Kentucky,3,4079,3073,1006
2019,LA,Louisiana,7,2941,2416,525
2019,MA,Massachusetts,15,18471,6259,12212
2019,MD,Maryland,16,6561,4652,1909
2019,ME,Maine,1,2106,1232,874
2019,MI,Michigan,21,8575,5212,3363
2019,MN,Minnesota,10,7977,4586,3391
2019,MO,Missouri,8,6179,4173,2006
2019,MP,Northern Mariana Islands,1,1807,423,1384
2019,MS,Mississippi,3,1184,963,221
2019,MT,Montana,1,1357,947,410
2019,NC,North Carolina,12,9314,6867,2447
2019,ND,North Dakota,1,557,377,180
2019,NE,Nebraska,3,2365,1715,650
2019,NH,New Hampshire,3,1396,812,584
2019,NJ,New Jersey,16,8862,5895,2967
2019,NM,New Mexico,2,3241,2464,777
2019,NV,Nevada,3,7169,6614,555
2019,NY,New York,27,92091,42113,49978
2019,OH,Ohio,9,10345,7041,3304
2019,OK,Oklahoma,8,3944,3063,881
2019,OR,Oregon,7,15876,12354,3522
2019,PA,Pennsylvania,16,13199,8426,4773
2019,PR,Puerto Rico,2,2535,2341,194
2019,RI,Rhode Island,1,1055,730,325
2019,SC,South Carolina,4,4172,3318,854
2019,SD,South Dakota,1,995,725,270
2019,TN,Tennessee,10,7467,5637,1830
2019,TX,Texas,11,25848,19611,6237
2019,UT,Utah,3,2798,1921,877
2019,VA,Virginia,16,5783,3666,2117
2019,VI,Virgin Islands,1,314,314,0
2019,VT,Vermont,2,1089,681,408
2019,WA,Washington,6,21577,15985,5592
2019,WI,Wisconsin,4,4538,2545,1993
2019,WV,West Virginia,4,1397,1149,248
2019,WY,Wyoming,1,548,437,111
2020,AK,Alaska,2,1949,1445,504
2020,AL,Alabama,8,3351,2497,854
2020,AR,Arkansas,4,2366,2073,293
2020,AS,American Samoa,0, , , 
2020,AZ,Arizona,3,10979,8280,2699
2020,CA,California,44,161548,135771,25777
2020,CO,Colorado,4,9846,7579,2267
2020,CT,Connecticut,2,2905,1973,932
2020,DC,District of Columbia,1,6380,3949,2431
2020,DE,Delaware,1,1165,737,428
2020,FL,Florida,27,27487,20344,7143
2020,GA,Georgia,9,10234,7696,2538
2020,GU,Guam,1,790,276,514
2020,HI,Hawaii,2,6458,4568,1890
2020,IA,Iowa,3,2647,1852,795
2020,ID,Idaho,2,2315,1320,995
2020,IL,Illinois,19,10431,6995,3436
2020,IN,Indiana,2,5625,4117,1508
2020,KS,Kansas,5,2449,1751,698
2020,KY,Kentucky,3,4011,3116,895
2020,LA,Louisiana,7,3173,2591,582
2020,MA,Massachusetts,13,17975,6233,11742
2020,MD,Maryland,16,6360,4430,1930
2020,ME,Maine,1,2097,1289,808
2020,MI,Michigan,20,8638,5267,3371
2020,MN,Minnesota,10,7940,4726,3214
2020,MO,Missouri,8,6527,4416,2111
2020,MP,Northern Mariana Islands,1,1207,323,884
2020,MS,Mississippi,3,1107,853,254
2020,MT,Montana,1,1545,996,549
2020,NC,North Carolina,12,9280,6756,2524
2020,ND,North Dakota,1,541,371,170
2020,NE,Nebraska,3,2404,1722,682
2020,NH,New Hampshire,3,1675,1023,652
2020,NJ,New Jersey,16,9662,6413,3249
2020,NM,New Mexico,2,3333,2555,778
2020,NV,Nevada,3,6900,6381,519
2020,NY,New York,24,91271,43283,47988
2020,OH,Ohio,9,10655,7636,3019
2020,OK,Oklahoma,8,3932,3162,770
2020,OR,Oregon,8,14655,11995,2660
2020,PA,Pennsylvania,16,13375,8585,4790
2020,PR,Puerto Rico,2,2451,2251,200
2020,RI,Rhode Island,1,1104,723,381
2020,SC,South Carolina,4,4287,3432,855
2020,SD,South Dakota,1,1058,743,315
2020,TN,Tennessee,10,7256,5673,1583
2020,TX,Texas,11,27229,21115,6114
2020,UT,Utah,3,3131,2150,981
2020,VA,Virginia,16,5957,3959,1998
2020,VI,Virgin Islands,1,304,304,0
2020,VT,Vermont,2,1110,738,372
2020,WA,Washington,6,22923,16198,6725
2020,WI,Wisconsin,4,4515,2677,1838
2020,WV,West Virginia,4,1341,1156,185
2020,WY,Wyoming,1,612,427,185
2021,AK,Alaska,2,1949,1447,502
2021,AL,Alabama,8,2556,2064,492
2021,AR,Arkansas,5,2139,1867,272
2021,AS,American Samoa,0, , , 
2021,AZ,Arizona,3,5460,3304,2156
2021,CA,California,44,57468,36206,20748
2021,CO,Colorado,4,8544,6070,2474
2021,CT,Connecticut,2,2593,1932,661
2021,DC,District of Columbia,1,5111,3876,1235
2021,DE,Delaware,1,1579,736,843
2021,FL,Florida,27,21121,12502,5267
2021,GA,Georgia,9,5486,3365,2121
2021,GU,Guam,1,199,40,159
2021,HI,Hawaii,2,2490,1142,1348
2021,IA,Iowa,3,2534,1784,750
2021,ID,Idaho,2,1889,920,969
2021,IL,Illinois,19,7958,4952,2873
2021,IN,Indiana,2,4975,3676,1299
2021,KS,Kansas,5,1803,1308,495
2021,KY,Kentucky,3,2544,1961,583
2021,LA,Louisiana,7,2131,1668,463
2021,MA,Massachusetts,12,15079,5372,9691
2021,MD,Maryland,12,4550,3220,1303
2021,ME,Maine,1,2063,1278,785
2021,MI,Michigan,20,6757,3941,2787
2021,MN,Minnesota,10,6775,3995,2780
2021,MO,Missouri,8,4926,3004,1763
2021,MP,Northern Mariana Islands,1,2,2,0
2021,MS,Mississippi,3,626,538,88
2021,MT,Montana,1,1801,1284,517
2021,NC,North Carolina,12,7249,4823,2319
2021,ND,North Dakota,1,548,361,187
2021,NE,Nebraska,3,1935,1436,499
2021,NH,New Hampshire,3,1491,947,544
2021,NJ,New Jersey,16,8262,5621,2641
2021,NM,New Mexico,2,2747,1941,806
2021,NV,Nevada,3,7090,6322,545
2021,NY,New York,24,78920,40627,38258
2021,OH,Ohio,9,7915,5173,2742
2021,OK,Oklahoma,8,2694,2033,661
2021,OR,Oregon,8,9048,7314,1734
2021,PA,Pennsylvania,16,10339,6370,3918
2021,PR,Puerto Rico,2,439,339,100
2021,RI,Rhode Island,1,1267,793,474
2021,SC,South Carolina,4,3207,2186,778
2021,SD,South Dakota,1,817,517,300
2021,TN,Tennessee,10,6823,5096,1259
2021,TX,Texas,11,17295,12830,4465
2021,UT,Utah,3,3565,1664,746
2021,VA,Virginia,16,5812,3754,1932
2021,VI,Virgin Islands,1,177,175,2
2021,VT,Vermont,2,2591,1962,629
2021,WA,Washington,6,11511,7013,4498
2021,WI,Wisconsin,4,4237,2499,1738
2021,WV,West Virginia,4,1138,986,152
2021,WY,Wyoming,1,405,247,158
2022,AK,Alaska,2,2320,1760,560
2022,AL,Alabama,8,3752,2482,1270
2022,AR,Arkansas,5,2459,2131,328
2022,AS,American Samoa,0, , , 
2022,AZ,Arizona,3,13553,10707,2846
2022,CA,California,44,171521,145983,25538
2022,CO,Colorado,4,10397,8246,2151
2022,CT,Connecticut,2,2930,2007,923
2022,DC,District of Columbia,1,4410,3406,1004
2022,DE,Delaware,1,2369,1065,1304
2022,FL,Florida,27,25959,19519,6440
2022,GA,Georgia,9,10689,7905,2784
2022,GU,Guam,1,1087,331,756
2022,HI,Hawaii,2,5967,4479,1488
2022,IA,Iowa,3,2419,1666,753
2022,ID,Idaho,2,1998,1233,765
2022,IL,Illinois,19,9212,6244,2968
2022,IN,Indiana,2,5449,3926,1523
2022,KS,Kansas,5,2397,1754,643
2022,KY,Kentucky,3,3984,2991,993
2022,LA,Louisiana,7,7373,3059,4314
2022,MA,Massachusetts,12,15507,5531,9976
2022,MD,Maryland,11,5349,3591,1758
2022,ME,Maine,1,4411,2457,1954
2022,MI,Michigan,20,8206,4904,3302
2022,MN,Minnesota,10,7917,4957,2960
2022,MO,Missouri,8,5992,4312,1680
2022,MP,Northern Mariana Islands,1,1207,323,884
2022,MS,Mississippi,3,1196,1091,105
2022,MT,Montana,1,1585,1162,423
2022,NC,North Carolina,12,9382,6652,2730
2022,ND,North Dakota,1,610,439,171
2022,NE,Nebraska,3,2246,1672,574
2022,NH,New Hampshire,3,1605,1064,541
2022,NJ,New Jersey,16,8752,5807,2945
2022,NM,New Mexico,2,2560,1786,774
2022,NV,Nevada,3,7618,6820,798
2022,NY,New York,24,74178,39373,34805
2022,OH,Ohio,9,10654,7440,3214
2022,OK,Oklahoma,8,3754,2966,788
2022,OR,Oregon,8,17959,14586,3373
2022,PA,Pennsylvania,16,12691,7861,4830
2022,PR,Puerto Rico,2,2215,2018,197
2022,RI,Rhode Island,1,1577,1071,506
2022,SC,South Carolina,4,3608,2742,866
2022,SD,South Dakota,1,1389,971,418
2022,TN,Tennessee,10,10567,8207,2360
2022,TX,Texas,11,24432,18579,5853
2022,UT,Utah,3,3557,2479,1078
2022,VA,Virginia,16,6529,4234,2295
2022,VI,Virgin Islands,1,175,173,2
2022,VT,Vermont,2,2780,1923,857
2022,WA,Washington,6,25211,18725,6486
2022,WI,Wisconsin,4,4775,2886,1889
2022,WV,West Virginia,4,1375,1238,137
2022,WY,Wyoming,1,648,458,190
2023,AK,Alaska,2,2614,2055,559
2023,AL,Alabama,8,3304,2509,795
2023,AR,Arkansas,5,2609,2113,496
2023,AS,American Samoa,0, , , 
2023,AZ,Arizona,3,14237,11551,2686
2023,CA,California,44,181399,155916,25483
2023,CO,Colorado,4,14439,10798,3641
2023,CT,Connecticut,2,3015,2050,965
2023,DC,District of Columbia,1,4922,3752,1170
2023,DE,Delaware,1,1245,699,546
2023,FL,Florida,27,30756,22925,7831
2023,GA,Georgia,9,12294,8782,3512
2023,GU,Guam,1,1075,449,626
2023,HI,Hawaii,2,6223,4658,1565
2023,IA,Iowa,3,2653,1865,788
2023,ID,Idaho,2,2298,1480,818
2023,IL,Illinois,19,11947,7902,4045
2023,IN,Indiana,2,6017,4183,1834
2023,KS,Kansas,5,2636,1931,705
2023,KY,Kentucky,3,4766,3815,951
2023,LA,Louisiana,7,3169,2587,582
2023,MA,Massachusetts,12,19141,6259,12882
2023,MD,Maryland,10,5865,4011,1854
2023,ME,Maine,1,4258,1958,2300
2023,MI,Michigan,20,8997,5488,3509
2023,MN,Minnesota,10,8393,4632,3761
2023,MO,Missouri,8,6708,4857,1851
2023,MP,Northern Mariana Islands,0, , , 
2023,MS,Mississippi,3,982,778,204
2023,MT,Montana,1,2178,1684,494
2023,NC,North Carolina,12,9754,7200,2554
2023,ND,North Dakota,1,784,568,216
2023,NE,Nebraska,3,2462,1833,629
2023,NH,New Hampshire,3,2441,1648,793
2023,NJ,New Jersey,16,10264,6255,4009
2023,NM,New Mexico,2,3842,2811,1031
2023,NV,Nevada,3,8666,7638,1028
2023,NY,New York,24,103200,49505,53695
2023,OH,Ohio,9,11386,8253,3133
2023,OK,Oklahoma,8,4648,3759,889
2023,OR,Oregon,8,20142,16242,3900
2023,PA,Pennsylvania,16,12556,8327,4229
2023,PR,Puerto Rico,2,2242,2062,180
2023,RI,Rhode Island,1,1810,1215,595
2023,SC,South Carolina,4,4053,3237,816
2023,SD,South Dakota,1,1282,983,299
2023,TN,Tennessee,10,9215,7615,1600
2023,TX,Texas,11,27377,21022,6355
2023,UT,Utah,3,3687,2767,920
2023,VA,Virginia,16,6761,4319,2442
2023,VI,Virgin Islands,1,252,250,2
2023,VT,Vermont,2,3295,2129,1166
2023,WA,Washington,6,28036,20900,7136
2023,WI,Wisconsin,4,4861,3040,1821
2023,WV,West Virginia,4,1416,1255,161
2023,WY,Wyoming,1,532,500,32
2024,AK,Alaska,2,2686,2019,667
2024,AL,Alabama,9,4601,3430,1171
2024,AR,Arkansas,5,2783,2035,748
2024,AS,American Samoa,0, , , 
2024,AZ,Arizona,3,14737,11640,3097
2024,CA,California,44,187084,161445,25639
2024,CO,Colorado,4,18715,10196,8519
2024,CT,Connecticut,2,3410,2302,1108
2024,DC,District of Columbia,1,5616,3960,1656
2024,DE,Delaware,1,1358,803,555
2024,FL,Florida,27,31362,23799,7563
2024,GA,Georgia,9,12290,9562,2728
2024,GU,Guam,1,1249,429,820
2024,HI,Hawaii,2,11637,7145,4492
2024,IA,Iowa,3,2631,1903,728
2024,ID,Idaho,2,2750,1631,1119
2024,IL,Illinois,19,25832,12310,13522
2024,IN,Indiana,2,6285,4584,1701
2024,KS,Kansas,5,2793,2109,684
2024,KY,Kentucky,3,5231,4105,1126
2024,LA,Louisiana,7,3469,2861,608
2024,MA,Massachusetts,11,29360,6966,22394
2024,MD,Maryland,10,6069,4126,1943
2024,ME,Maine,1,2702,1548,1154
2024,MI,Michigan,20,9739,5882,3857
2024,MN,Minnesota,10,9201,5013,4188
2024,MO,Missouri,8,7312,5162,2150
2024,MP,Northern Mariana Islands,0, , , 
2024,MS,Mississippi,3,1041,874,167
2024,MT,Montana,1,2008,1466,542
2024,NC,North Carolina,12,11626,8396,3230
2024,ND,North Dakota,1,865,646,219
2024,NE,Nebraska,3,2720,2020,700
2024,NH,New Hampshire,3,2245,1516,729
2024,NJ,New Jersey,16,12762,8194,4568
2024,NM,New Mexico,2,4631,3744,887
2024,NV,Nevada,3,10106,8404,1702
2024,NY,New York,24,158019,62562,95457
2024,OH,Ohio,9,11759,8402,3357
2024,OK,Oklahoma,8,5467,4407,1060
2024,OR,Oregon,8,22875,18923,3952
2024,PA,Pennsylvania,16,14088,9524,4564
2024,PR,Puerto Rico,2,2096,1927,169
2024,RI,Rhode Island,1,2442,1565,877
2024,SC,South Carolina,4,4593,3703,890
2024,SD,South Dakota,1,1338,1044,294
2024,TN,Tennessee,10,8280,6640,1640
2024,TX,Texas,11,27987,21648,6339
2024,UT,Utah,3,3869,2923,946
2024,VA,Virginia,16,7141,4665,2476
2024,VI,Virgin Islands,1,279,249,30
2024,VT,Vermont,2,3458,2153,1305
2024,WA,Washington,6,31554,24320,7234
2024,WI,Wisconsin,4,5049,3136,1913
2024,WV,West Virginia,4,1779,1592,187
2024,WY,Wyoming,1,501,399,102
